Palabra	(Archivo, Cantidad)
mushrooms	(2,1) 
music	(2,88) (1,67) (5,4) (7,7) (4,14) (3,13) (9,8) (0,5) (6,8) 
musical	(1,10) (2,8) (5,6) (7,2) (6,3) (9,2) (0,4) 
musician	(1,1) 
musicians	(1,3) (2,6) (5,1) (0,2) (4,3) 
musicologist	(1,1) 
muslim	(1,3) (2,58) (5,2) (9,5) (0,1) 
muslim-majority	(2,3) 
muslim-ruled	(9,2) 
muslims	(9,4) (2,20) (1,5) (0,1) (7,1) 
muslimsthe	(9,1) 
musonius	(1,1) 
mussolini	(1,13) 
must	(1,6) (2,13) (5,3) (4,1) (3,4) (0,3) 
mustard	(1,1) 
mutagenesis	(4,1) 
mutation	(1,2) 
mutilated	(1,3) 
mutilation	(2,1) 
mutinied	(1,1) 
mutiny	(1,1) 
mutinying	(1,1) 
mutis	(1,3) 
mutual	(7,1) (2,1) (1,1) 
mutually	(1,1) 
mutuo	(1,1) 
muwallad	(2,1) 
muyquytá	(1,1) 
muzio	(1,1) 
muzzled	(1,1) 
muñoz	(1,2) 
mw	(1,12) (2,8) (6,5) 
mwas	(3,1) 
mwe	(2,1) 
mwp	(1,1) 
mxt	(1,1) 
my	(2,4) (1,1) 
myanmar	(2,5) 
mycale	(2,1) 
mycenae	(2,1) 
mycenaean	(2,3) (1,1) 
mycenaeans	(2,2) 
mycenean	(2,1) 
mykonos	(2,1) (1,1) 
myna	(2,1) 
myriad	(2,2) (6,1) 
myrica	(2,1) 
mysterious	(2,1) 
mystical	(2,2) 
mysticismpost-independence	(1,1) 
mystics	(2,1) 
myth	(2,3) (9,1) (1,2) 
mythical	(5,1) (2,4) 
mythological	(1,2) (2,3) 
mythology	(2,7) (6,5) (1,1) 
mytikas	(2,1) 
m³/s	(5,1) 
málaga	(9,4) 
márama	(1,1) 
mário	(2,5) (3,1) 
márquez	(1,1) 
márquezs	(2,1) 
más!	(1,2) 
máximo	(2,1) 
måneskin	(1,1) 
médanos	(5,2) 
médico-cirúrgica	(2,1) 
méndez	(1,2) 
mérida	(1,2) (5,4) 
métis	(4,3) 
méxico	(1,6) 
mísia	(2,1) 
música	(2,1) (1,1) 
müller	(3,1) 
münster	(1,1) 
mēxihco	(1,1) 
n	(2,5) (7,1) (1,1) (9,1) (5,1) 
n-igerewen	(2,1) 
n24trn	(2,1) 
na	(3,1) 
nabati	(2,1) 
nablus	(2,1) 
nabokov	(7,1) 
nacala	(2,1) 
nacidos	(1,2) 
nacionais	(2,1) 
nacional	(2,13) (1,11) (5,3) (9,4) (6,1) 
nacionales	(0,1) 
nacionaltraditional	(1,1) 
nación	(0,1) 
nada	(0,1) 
nadu	(2,3) 
nafa	(2,1) 
nafot	(2,1) 
nafplio	(2,1) 
nafta	(1,1) (4,1) 
nagar	(2,2) 
nagpur	(2,1) 
nahalal	(2,1) 
nahua	(1,6) 
nahuatl	(1,5) (2,1) 
nahuelbuta	(6,2) 
nainsukh	(2,1) 
naira	(2,4) 
naive	(1,1) 
nakba	(2,1) 
nakbé	(1,1) 
naked	(2,1) 
nam	(1,1) (2,1) (3,1) 
namatjira	(1,1) 
namayan	(1,2) 
name	(1,66) (2,59) (8,3) (4,6) (0,9) (7,5) (3,4) (9,6) (5,3) (6,6) 
named	(1,29) (7,2) (2,20) (8,7) (4,1) (0,5) (5,2) (6,3) 
namein	(2,1) 
namely	(4,1) (1,7) (2,3) (0,1) 
names	(1,7) (2,11) (8,2) (6,1) (5,1) (0,1) 
namesake	(1,2) 
namibia	(2,1) 
naming	(2,4) (1,2) (0,1) (6,1) 
nana	(2,1) 
nanaimo	(4,1) 
nanan	(1,1) 
nancy	(2,1) 
nanjing	(2,5) 
nanking	(2,1) 
nanopoulos	(2,1) 
nanotechnology	(2,1) (0,1) 
nanthild	(1,1) 
nanyue	(2,1) 
naples	(1,11) (2,1) 
napo	(1,8) 
napoleon	(7,2) (1,7) (2,3) (9,1) 
napoleonic	(1,7) (7,1) (2,3) (3,1) (9,2) 
napoleons	(6,1) (7,1) (9,1) (2,1) (1,1) 
napoleón	(1,2) 
narasimha	(2,1) 
narbasi	(2,1) 
narbonensis	(2,1) 
narciso	(1,1) 
narco-trafficker	(1,1) 
narcocorridos	(1,1) 
narcoterrorism	(5,1) 
narcotics	(6,1) 
narcotrafficking	(1,1) 
narendra	(2,1) 
nariño	(1,4) 
narmada	(2,1) 
narrated	(1,1) 
narrations	(2,1) 
narrative	(0,1) (5,1) (2,4) (1,1) 
narratives	(4,1) 
narrow	(2,5) (1,4) (5,1) (6,2) (3,1) 
narrower	(2,1) 
narrowest	(1,1) (6,2) 
narrowly	(2,1) (1,3) 
narrowness	(6,1) 
narváez	(1,1) 
naryshkin	(7,1) 
nasa	(1,1) 
nasas	(4,1) 
nascent	(2,3) 
nasdaq-listed	(2,1) 
nasiriyah	(2,1) 
nasrid	(9,2) 
nasser	(2,2) 
nata	(2,1) 
natalia	(7,1) 
nataraja	(2,1) 
natas	(2,1) (1,1) 
nathan	(2,1) 
natillas	(1,1) 
nation	(1,28) (9,3) (4,4) (6,4) (2,32) (0,5) (3,4) (5,1) (7,8) 
nation-sized	(2,1) 
nation-state	(1,1) (2,2) 
national	(2,233) (1,266) (6,42) (9,12) (4,19) (0,32) (7,13) (5,44) (3,29) 
nationalism	(2,8) (1,6) (9,1) (4,2) 
nationalisms	(9,1) 
nationalist	(9,4) (2,5) (4,1) (1,12) (7,1) (3,2) 
nationalistic	(4,1) (1,1) 
nationalists	(1,2) (2,1) 
nationalities	(2,4) (9,2) (4,2) (7,1) 
nationalities—andalusia	(9,1) 
nationality	(9,1) (1,6) (2,1) 
nationalityjudaism	(9,1) 
nationalization	(6,2) (2,1) (1,2) 
nationalizations	(2,2) 
nationalize	(2,1) (5,2) 
nationalized	(5,1) (1,3) (6,2) (2,1) (0,1) 
nationally	(1,3) (2,2) 
nationals	(2,14) (1,4) (3,1) 
nationecuador	(1,2) 
nations	(1,84) (2,118) (6,6) (5,11) (9,4) (7,11) (4,18) (3,6) (0,10) 
nations-backed	(1,1) 
nations-statesjoaquín	(9,1) 
nationsaccording	(5,1) 
nationscolombia	(1,1) 
nationsdespite	(2,1) 
nationsrussia	(7,1) 
nationss	(1,1) 
nationwide	(5,3) (2,5) (6,1) (7,2) (3,2) (1,7) 
nationwiderussian	(7,1) 
nation—and	(4,1) 
native	(2,36) (1,58) (9,1) (5,5) (8,1) (7,5) (6,11) (3,5) (0,1) 
native-born	(2,1) 
natively	(2,2) (9,1) (1,1) 
natives	(2,6) (1,11) (0,1) (6,1) (3,2) 
nato	(2,11) (9,3) (7,1) (1,9) 
nato-led	(4,2) 
natoin	(2,1) 
natos	(2,1) (1,1) 
nato—have	(7,1) 
natta	(1,1) 
natufian	(2,1) 
natura	(2,1) 
natural	(2,40) (1,51) (3,6) (5,9) (4,4) (7,8) (6,2) (0,5) 
naturales	(1,2) 
naturaleza	(1,1) 
naturalist	(2,1) 
naturalistic	(1,1) 
naturalization	(1,2) 
naturally	(1,3) (3,1) 
nature	(2,18) (1,14) (4,4) (5,2) (7,1) (6,2) (0,1) 
nature-themed	(1,1) 
nauru	(1,1) (5,1) 
nauta	(2,1) 
nautanki	(2,1) 
nautical	(9,1) (1,2) 
navacchio	(1,1) 
naval	(1,16) (3,3) (2,5) (5,1) (6,2) 
navale	(1,1) 
navarino	(2,2) 
navarre	(9,9) 
navarre—have	(9,1) 
navarro	(9,1) 
naves	(5,1) 
navi	(2,1) 
navies	(2,1) (3,1) 
navigable	(1,3) (5,2) 
navigate	(7,1) 
navigated	(1,2) 
navigating	(4,1) 
navigation	(2,7) 
navigational	(4,1) 
navigator	(1,3) (2,3) (5,1) 
navigators	(1,1) (0,2) 
navtiko	(2,1) 
navy	(2,25) (0,3) (5,1) (4,1) (6,5) (3,4) (7,1) (1,26) (9,1) 
navys	(2,1) 
nawat	(1,3) 
naxalite	(2,1) 
naxi	(2,1) 
naxos	(1,1) 
nayib	(1,7) 
nazareth	(2,2) 
nazca	(6,3) (2,2) 
nazi	(1,6) (2,4) (4,1) (3,1) (7,2) (9,2) 
nazionale	(1,3) 
nazionali	(1,1) 
nazis	(2,3) (7,1) 
nazism	(2,1) 
naïve	(0,1) 
nba	(0,1) (2,1) 
nba-bound	(2,1) 
nc	(2,2) 
nd	(2,2) 
nda	(2,2) 
ndpvf	(2,1) 
ndrangheta	(1,1) 
neanderthal	(1,1) (7,1) 
neanderthals	(7,1) (2,1) 
neapolitan	(0,1) 
near	(2,32) (3,3) (5,10) (6,2) (1,31) (9,1) (4,2) (8,1) 
near-constant	(1,1) 
near-divine	(2,1) 
near-reinvention	(0,1) 
near-term	(2,1) 
nearby	(0,1) (2,3) (1,3) (4,1) 
nearer	(2,1) 
nearly	(2,27) (0,6) (6,2) (5,5) (3,2) (1,29) (9,2) (4,2) (7,4) 
nebbia	(0,1) 
neblina	(3,1) 
nebraska	(2,1) 
nebuchadnezzar	(2,1) 
necessarily	(9,1) (1,1) (8,2) 
necessary	(2,7) (1,6) 
necessities	(5,3) 
necessity	(1,1) 
neckar	(8,4) 
necropolis	(2,2) 
necropolises	(1,1) 
need	(2,6) (9,1) (1,3) (5,1) 
needed	(1,6) (2,1) (0,2) (5,1) (7,1) 
needs	(1,2) (3,1) (2,8) 
needs—fell	(6,1) 
neem	(2,1) 
nef	(2,2) 
negative	(1,6) (3,1) (9,1) (2,2) (5,1) 
negatives	(1,1) 
negev	(2,10) 
neglia	(0,1) 
negligent	(1,1) 
negligible	(2,1) 
negotiate	(2,3) (1,4) (0,1) 
negotiated	(1,6) (2,3) (4,1) 
negotiating	(2,2) 
negotiation	(1,1) (2,3) 
negotiations	(2,9) (1,11) (0,1) (5,1) (7,1) (4,1) 
negotiationsfour	(1,1) 
negotiators	(2,1) 
negra	(1,1) (6,1) (2,1) 
negrain	(1,1) 
negre	(9,1) 
negreiros	(2,1) 
negret	(1,1) 
negrete	(1,1) 
negrita	(1,1) 
negrito	(1,9) 
negritos	(1,14) 
negro	(1,3) (2,1) (3,1) (0,2) (5,2) 
negroponte	(2,1) 
negócios	(2,1) 
nehru	(2,2) 
nehru-led	(2,1) 
nehrus	(2,2) 
nehwal	(2,1) 
neighbor	(2,1) (6,1) (3,1) 
neighborhood	(2,1) 
neighborhoods	(1,1) (2,1) 
neighboring	(1,19) (2,9) (3,1) (6,2) 
neighbors	(2,4) (1,2) 
neighborsbrazilian	(3,1) 
neighbors—association	(5,1) 
neighbour	(2,1) 
neighbourhood	(2,2) (1,1) (0,1) 
neighbourhoods	(2,2) 
neighbouring	(2,7) (1,9) (0,1) (7,8) 
neighbours	(1,4) (2,4) 
neither	(2,6) (1,2) (0,1) 
nekargowe	(8,1) 
nekrasov	(7,1) 
nel	(1,1) 
nellie	(1,2) 
nelly	(2,1) 
nelson	(3,1) 
nembe	(2,1) 
nemetati	(2,1) 
neo-assyrian	(2,2) 
neo-babylonian	(2,1) 
neo-byzantine	(7,1) 
neo-classical	(1,1) 
neo-confucianism	(2,1) 
neo-inca	(2,1) 
neo-indian	(5,2) 
neo-keynesian	(0,1) 
neo-theosophical	(7,1) 
neo-volcánica	(1,1) 
neoclassic	(2,1) 
neoclassical	(1,5) (2,2) (7,2) (3,2) (9,1) 
neoclassicism	(1,3) (3,1) 
neoclassicist	(1,1) 
neoemotionalismin	(0,1) 
neofigurativism	(0,1) 
neogranadine	(1,1) 
neoliberal	(0,3) (2,3) (1,4) 
neoliberalism	(1,1) 
neolithic	(2,5) (0,1) (1,3) 
neologism	(1,1) 
neopaganism	(7,2) 
neoplatonic	(2,1) 
neoplatonismbyzantine	(2,1) 
neoplatonists	(2,1) 
neorealism	(1,2) 
neorealist	(1,1) 
neotropical	(5,1) 
nepal	(2,4) 
nepalese	(2,2) 
nepali	(2,1) 
nephew	(1,2) 
nero	(2,1) 
neruda	(6,1) 
nerve	(1,1) 
nery	(3,1) 
nest	(1,1) 
nesting	(4,1) 
nestled	(5,1) 
nestor	(0,1) 
net	(0,1) (5,2) (2,12) (1,6) (4,1) (6,2) (9,2) 
netanyahu	(2,1) 
netanyahus	(2,1) 
netherlands	(2,5) (5,1) (0,1) (3,1) (4,2) (6,1) (1,1) 
netherlandscolombia	(1,1) 
neto	(3,1) 
network	(3,2) (1,15) (2,39) (0,5) (5,4) (7,3) (6,6) (9,1) 
networked	(0,1) 
networks	(3,1) (1,12) (2,7) (4,3) 
networkthe	(1,2) 
neuquén	(0,1) 
neuron	(1,1) 
neurons	(1,1) 
neuroscience	(2,2) 
neustria	(1,12) 
neustrian	(1,5) 
neustrians	(1,3) 
neutral	(2,2) (3,1) (1,4) (5,1) (0,2) (9,2) (7,1) 
neutralise	(1,1) 
neutrality	(3,1) 
neutralized	(1,1) 
neva	(7,1) 
nevada	(1,3) (9,2) 
nevado	(1,4) (6,2) 
never	(6,2) (7,1) (1,13) (2,11) (5,2) (0,4) (4,1) 
nevertheless	(2,4) (1,10) (9,1) (0,2) 
neverí	(5,1) 
neves-corvo	(2,1) 
nevsky	(7,1) 
new	(7,11) (2,166) (5,24) (4,16) (6,10) (1,253) (8,2) (3,14) (0,13) (9,14) 
new-savvy	(2,1) 
newborn	(2,1) 
newborns	(2,1) 
newcastle	(1,1) 
newcomers	(5,1) (3,1) (2,1) 
newer	(2,2) (1,1) (9,1) 
newest	(2,1) 
newfoundland	(2,2) (4,4) 
newfoundlanders	(4,1) 
newly	(4,1) (2,16) (7,1) (1,14) (8,1) (5,3) (0,1) (3,2) 
news	(1,14) (2,13) (6,1) (7,3) (9,1) (5,2) 
newscasts	(2,1) 
newsletter	(1,1) 
newspaper	(2,3) (1,3) (3,1) 
newspaperqatar	(2,1) 
newspapers	(2,2) (1,8) (7,1) (3,2) (0,1) 
newsweek	(2,1) 
newt	(1,1) 
newton	(1,1) 
next	(1,13) (2,26) (6,2) (0,1) (9,2) (7,2) 
nezahualcoyotlthere	(1,1) 
nfb	(4,1) 
nfe	(2,2) 
ngadda	(2,1) 
ngos	(2,2) (1,1) 
nguru	(2,1) 
ngäbere	(2,1) 
nh	(1,1) 
nheengatu	(3,1) 
nhss	(6,1) 
ni	(1,5) 
niah	(1,1) 
niarchos	(2,1) 
nibya	(1,1) 
nicanor	(6,1) 
nicaragua	(6,1) (2,15) (1,13) (5,1) 
nicaraguan	(1,3) (2,3) 
nicaraguans	(2,4) (1,1) 
niccolò	(1,2) 
nice	(1,4) 
niche	(1,1) (2,1) 
nicholas	(1,1) (2,1) (7,4) 
nicholass	(7,1) 
nick	(1,1) 
nickel	(3,1) (4,2) (1,3) (2,5) 
nickname	(1,1) 
nicknamed	(0,1) 
nicobar	(2,3) 
nicolai	(3,1) 
nicolas	(0,1) (5,1) 
nicole	(1,1) 
nicoletti	(2,1) 
nicolino	(0,1) 
nicolás	(0,2) (5,6) (6,1) (1,1) (2,1) 
nicos	(2,1) 
nicoya	(2,2) 
niece	(7,1) 
niemeyer	(3,1) 
niestroy	(2,1) 
nieto	(1,1) 
nieuw-holland	(1,1) 
niger	(1,1) (2,36) 
niger-congo	(2,1) 
niger/benue	(2,1) 
nigeria	(2,215) 
nigeria-related	(2,1) 
nigerian	(2,73) 
nigerians	(2,19) (9,1) 
nigerias	(2,32) 
nigeria’s	(2,1) 
night	(3,1) (1,5) (2,2) (6,1) 
night-time	(2,1) 
nightlife	(1,2) 
nightmare	(1,1) 
nights	(1,3) (7,1) 
nightshirt	(1,1) 
nihilism	(1,1) 
nihâl	(2,1) 
nike	(2,1) 
nikiforos	(2,1) 
nikita	(7,1) 
nikkei	(1,1) 
nikki	(2,1) 
nikolai	(7,3) 
nikolaos	(2,2) 
nikolaus	(5,1) (1,1) 
nikolay	(7,5) 
nikos	(2,9) 
nile	(2,2) 
nilo-saharan	(2,1) 
nils	(1,2) 
ninan	(1,1) 
nine	(1,16) (7,2) (2,9) (0,1) (5,1) (6,1) (3,1) (9,3) (4,1) 
nine-day	(2,1) 
nine-year	(1,1) 
nineteen	(2,1) 
nineteenth	(2,3) (1,5) (3,1) 
nineteenth-century	(1,2) 
nineties	(2,1) 
ninety-five	(2,1) 
ningbo-zhoushan	(2,1) 
ninth	(2,1) (7,1) (6,1) (3,3) (1,3) 
ninth-largest	(1,1) (7,1) (2,1) (3,2) (4,2) 
ninth-most	(7,1) 
nio	(2,1) 
niobium	(2,1) (3,1) 
nipiagogeío	(2,1) 
nis	(2,3) 
nissan	(1,2) 
nitrate	(6,2) 
nitrates	(6,1) 
niue	(2,1) 
nixon	(0,1) (6,2) 
nixtamalization	(1,1) 
nizhny	(7,1) 
niçard	(1,3) 
niña	(2,1) (1,1) 
niño	(1,3) (2,1) 
niño–southern	(1,1) 
nnamdi	(2,3) 
no	(2,67) (1,70) (4,8) (8,1) (7,2) (5,7) (3,7) (9,5) (0,3) (6,2) 
no-body	(1,1) 
no-confidence	(2,1) (9,1) 
nobel	(1,15) (2,11) (4,3) (7,3) (0,4) (6,2) 
nobile	(2,1) 
nobilis	(2,1) 
nobility	(2,6) (9,1) (8,2) (1,5) 
noble	(2,2) (8,1) 
nobleman	(2,1) 
noblemen	(2,2) (8,1) (1,2) 
nobles	(1,5) (2,2) (9,1) 
noboa	(1,3) 
nocioni	(0,1) 
nocturnes	(2,2) 
nod	(2,1) 
node	(1,1) 
noe	(1,1) 
noel	(1,1) 
noguera	(2,1) 
noi-polls	(2,1) 
noir	(2,1) 
nok	(2,2) 
nola	(1,1) 
nolan	(1,1) 
noli	(1,1) 
nollywood	(2,1) 
nomadic	(2,3) (7,2) (1,1) 
nomads	(2,2) 
nomenclature	(2,1) 
nominal	(2,18) (1,7) (8,1) (0,2) (6,3) (4,2) (3,2) (9,1) (7,2) 
nominally	(1,5) (2,6) (9,2) 
nominate	(1,1) (2,1) 
nominated	(2,5) (1,3) (3,1) (9,1) 
nomination	(1,2) (2,2) (0,1) (3,1) 
nominations	(2,3) (1,2) (0,1) (3,2) 
nominee	(0,1) 
nominees	(2,2) 
non-aggression	(1,1) 
non-alcoholic	(7,1) 
non-aligned	(2,4) (1,1) 
non-arab	(2,2) 
non-castro	(2,1) 
non-catholic	(1,1) 
non-catholics	(1,1) 
non-ccp	(2,1) 
non-christian	(1,1) 
non-christian-democrat	(1,1) 
non-citizen	(2,2) 
non-citizens	(2,1) 
non-co-operation	(2,2) 
non-coastal	(4,1) 
non-codified	(3,1) 
non-combatants	(1,1) 
non-communist	(2,1) 
non-companies	(2,1) 
non-compliance	(5,1) 
non-confrontational	(3,1) 
non-congress	(2,1) 
non-consecutive	(1,2) 
non-contiguous	(2,1) 
non-conventional	(5,1) 
non-convict	(1,1) 
non-economic	(2,1) 
non-ethnic	(1,1) 
non-eu	(2,1) 
non-euclidean	(7,1) 
non-european	(1,1) (6,1) 
non-existent	(2,1) (9,1) (1,1) 
non-fiction	(7,1) 
non-filipino	(1,1) 
non-fixed	(2,1) 
non-frankish	(1,1) 
non-government	(2,1) 
non-governmental	(7,1) (2,4) (1,1) 
non-greek	(2,3) 
non-greeks	(2,1) 
non-hotel	(1,1) 
non-indigenous	(1,1) (6,1) (4,2) 
non-indo-european	(1,2) 
non-infectious	(0,1) 
non-intervention	(9,1) (3,2) 
non-interventionism	(1,1) 
non-kosher	(2,2) 
non-life	(2,1) 
non-majority	(6,1) 
non-marxist	(1,1) 
non-maya	(1,1) 
non-mayan	(1,1) 
non-mediterranean	(1,1) 
non-member	(2,1) 
non-muslim	(2,6) 
non-muslims	(2,1) 
non-native	(2,2) (1,2) 
non-nato	(0,2) (1,4) (3,1) 
non-official	(4,2) 
non-oil	(1,1) 
non-partisan	(2,1) 
non-performing	(2,1) 
non-permanent	(6,2) (0,1) (1,1) 
non-peronist	(0,1) 
non-petroleum	(2,1) 
non-portuguese	(3,1) 
non-print	(2,1) 
non-profit	(3,1) (2,2) (1,1) 
non-proliferation	(2,3) (0,1) 
non-propertied	(1,1) 
non-public	(7,1) 
non-religious	(1,1) (2,1) 
non-religiousmany	(2,1) 
non-religiousthe	(1,1) 
non-renewable	(0,1) (2,1) (3,1) 
non-residents	(2,1) 
non-roman	(1,1) 
non-royals	(1,1) 
non-russian	(7,1) 
non-school	(2,1) 
non-spaniard	(1,1) 
non-state-run	(2,1) 
non-symbolic	(1,1) 
non-tagalog	(1,1) 
non-theistic	(2,1) 
non-traditional	(2,2) 
non-tropical	(1,1) 
non-university	(2,1) 
non-vedic	(2,1) 
non-violent	(1,1) 
non-white	(4,1) (2,2) 
non-working	(2,1) 
non-yanomami	(5,1) 
nonagenarians	(2,1) 
noncommunicable	(3,1) (2,1) 
none	(2,3) (9,1) 
nonechile	(6,1) 
nonetheless	(6,1) (1,5) (2,3) 
nono	(1,1) 
nonreligious	(0,1) 
nonreligiousamerindian	(2,1) 
nonrenewable	(2,1) 
nontraditional	(7,1) 
nonviolent	(2,3) 
noodles	(2,1) 
nopal	(1,1) 
nor	(0,1) (2,4) (1,3) 
nora	(1,1) 
norad	(4,1) 
norberto	(1,1) 
norceca	(2,1) 
nordgau	(8,2) 
nordgowe	(8,1) 
nordic	(5,1) 
norfolk	(1,3) 
noricum	(1,1) 
norm	(2,2) 
norma	(0,1) 
normal	(2,2) (1,2) 
normale	(1,1) 
normalization	(2,2) 
normalize	(2,1) 
normalized	(2,5) (0,1) (1,1) 
normally	(2,1) (1,1) 
norman	(2,1) 
normandy	(4,2) 
norms	(3,1) (2,1) 
noronha	(3,2) 
norse	(4,2) 
norte	(6,2) (2,2) 
norteño	(1,1) 
north	(1,93) (2,118) (4,27) (7,14) (8,2) (9,16) (5,9) (6,17) (3,7) (0,6) 
north-african	(9,2) 
north-central	(2,2) 
north-east	(7,1) (5,1) (1,5) (2,1) 
north-eastern	(2,4) 
north-eastled	(7,1) 
north-eastward	(2,1) 
north-to-south	(1,1) 
north-west	(4,1) (2,3) (1,2) 
north-western	(2,7) (9,1) (4,1) 
northeast	(2,20) (0,4) (1,13) (4,1) (3,5) (6,1) (9,1) (7,3) (5,3) 
northeasterly	(2,1) 
northeastern	(2,8) (8,1) (0,1) (1,2) (5,1) (3,5) (9,2) (7,1) 
northerly	(1,1) 
northern	(7,6) (2,89) (1,74) (0,3) (5,12) (4,6) (6,12) (9,11) (3,7) 
northern-central	(9,1) 
northerner	(2,1) 
northerners	(2,1) 
northernmost	(1,3) (7,2) (0,1) (2,1) (4,1) (6,1) 
northmajor	(0,1) 
northward	(6,2) (4,1) (2,1) 
northwards	(1,1) 
northwest	(7,1) (2,12) (1,7) (4,4) (5,5) (0,4) (3,1) 
northwestbola	(2,1) 
northwestern	(2,8) (3,1) (1,3) (7,1) (5,2) 
northwesterns	(2,1) 
northwoods	(2,1) 
north–south	(2,1) (5,1) (1,3) (0,1) (6,2) 
north—the	(6,1) 
norway	(6,1) (2,1) (7,1) (1,1) 
nos	(2,2) (1,1) 
nostalgia	(3,1) 
nostrum	(1,1) 
not	(1,155) (2,155) (9,9) (6,13) (8,9) (3,15) (5,22) (4,7) (7,6) (0,7) 
notability	(2,1) 
notable	(2,27) (1,31) (9,2) (6,1) (5,5) (3,2) (7,1) (0,1) 
notably	(1,16) (2,16) (9,1) (3,1) (5,2) (4,3) (7,4) 
notaries	(1,2) 
notary	(1,1) 
note	(2,1) (9,1) 
noted	(9,1) (1,7) (2,7) (5,3) (4,1) 
notes	(4,3) (2,11) (9,1) (0,1) (1,9) (6,1) (3,1) (7,1) 
noteworthy	(1,4) (2,5) (6,1) (5,1) 
nothing	(1,4) (2,2) 
nothingness	(1,1) 
notice	(2,2) 
noticeable	(2,1) (9,1) (3,1) (6,1) 
notification	(1,1) 
noting	(5,1) 
notion	(2,2) (4,1) (1,2) 
notorious	(2,1) (1,1) 
notoriously	(1,1) 
notwithstanding	(4,1) (1,1) (2,1) 
notícia	(3,1) 
notícias	(2,1) 
noun	(0,1) (1,1) 
nouveau	(1,1) (7,1) 
nova	(3,3) (2,3) (4,5) 
novabase	(2,1) 
novaro	(1,1) 
novaya	(7,1) 
novecento	(1,1) 
novel	(1,9) (7,1) (6,1) (2,4) (4,1) 
novela	(9,1) 
novelist	(6,3) (7,2) (1,6) (4,1) 
novelists	(3,1) (5,1) (7,1) (2,1) 
novels	(3,2) (4,1) (6,1) (0,1) (7,1) (1,1) (2,3) 
november	(2,33) (6,9) (1,31) (3,3) (9,2) (0,4) (5,2) (7,1) 
novgorod	(7,7) 
novgorodians	(7,1) 
novgorodivan	(7,1) 
noviembre	(1,1) 
novo	(3,3) (1,1) (2,4) 
novocanariensis	(2,1) 
novorossiysk	(7,1) 
novosibirsk	(7,1) 
novosti	(7,1) 
now	(2,50) (1,61) (4,3) (6,8) (3,3) (9,4) (0,4) (5,3) 
now?	(2,1) 
nowadays	(2,3) (1,1) (3,2) (0,1) (5,1) 
npc	(2,7) 
npcsc	(2,1) 
npn	(2,2) 
nri	(2,8) 
nsc	(2,1) 
nsd	(2,1) 
nso	(1,1) 
nst	(2,2) 
nsukka	(2,1) 
nsw	(1,1) 
nt	(1,2) 
nu-discoproducers	(1,1) 
nuances	(1,2) 
nuclear	(1,21) (3,4) (7,7) (2,42) (6,1) (9,3) (0,14) 
nuclear-related	(0,1) 
nuclear-test-ban	(2,1) 
nuclear-weapon	(2,2) 
nuclear-weapons	(7,1) 
nucleus	(4,1) (1,2) 
nude	(2,1) 
nudes	(1,1) 
nuestro	(1,1) 
nueva	(1,6) (6,1) (5,2) 
nuevas	(1,3) 
nuevo	(1,2) (2,2) (0,1) 
nui	(6,3) 
null	(2,2) 
nullarbor	(1,1) 
nullified	(0,1) 
nullius	(1,1) 
numa	(1,2) 
number	(1,76) (2,141) (6,13) (8,1) (7,8) (3,14) (0,5) (4,6) (9,13) (5,12) 
number-three	(2,1) 
number-two	(2,1) 
numbered	(2,2) (1,1) (0,1) (4,1) 
numbering	(7,1) (6,1) (2,4) (5,1) (1,1) 
numbers	(2,22) (1,17) (6,2) (3,1) (0,1) (9,7) 
numbersfrom	(1,1) 
numeracy	(1,1) (6,2) 
numeral	(6,1) 
numeric	(1,1) 
numerical	(1,1) 
numerically	(2,1) 
numerous	(2,36) (6,1) (4,4) (1,25) (7,2) (3,3) (0,2) (5,2) (9,2) 
numerus	(2,1) 
nun	(1,1) 
nun]	(2,1) 
nunavut	(4,2) 
nunca	(1,2) 
nunes	(2,1) (3,1) 
nunka	(1,1) 
nuno	(2,4) 
nuns	(2,1) (1,1) 
nupe	(2,2) 
nuragic	(1,1) 
nurse	(2,1) 
nurseries	(7,1) 
nursery	(2,1) 
nurses	(2,4) 
nusantao	(1,1) 
nusspaumer	(1,1) 
nutrient	(2,1) 
nutrient-rich	(2,1) 
nutrition	(2,4) (1,1) 
nutritionaccording	(2,1) 
nutritional	(2,4) (6,1) 
nutritionally	(2,1) 
nuts	(2,5) 
nwafor	(2,1) 
ny-jeer-ee-ə	(2,1) 
nymphs	(2,1) 
nzeogwu	(2,1) 
nélio	(3,1) 
néstor	(0,1) 
nördlingen	(8,1) 
nördlinger	(8,1) 
núñez	(0,1) (1,2) 
nānak	(2,1) 
o	(2,7) (6,2) (3,6) (4,1) 
oak	(2,3) 
oas	(1,7) (2,7) (6,1) (0,1) (4,2) (5,3) 
oases	(2,1) 
oass	(5,1) 
oasvenezuela	(5,1) 
oath	(2,1) (1,2) (3,1) 
oats	(6,1) 
oaxaca	(1,4) 
ob	(7,1) 
oba	(2,2) 
obafemi	(2,1) 
obama	(5,1) (2,6) 
obasanjo	(2,13) 
obasanjos	(2,1) 
obedience	(2,1) (0,2) 
oberto	(0,1) 
obese	(7,1) (1,2) (2,1) 
obeseaustralia	(1,1) 
obesity	(1,2) (7,1) (2,3) (5,1) (4,1) 
obeso	(1,1) 
obeyed	(2,1) 
obi	(2,3) 
obidient	(2,1) 
objected	(2,2) 
